uniprot_accession,gene_name
Q15738,NSDHL
Q15744,CEBPE
Q15746,MYLK
Q15811,ITSN1
Q15813,TBCE
Q15818,NPTX1
Q15835,GRK1
Q15836,VAMP3
Q15848,ADIPOQ
Q16143,SNCB
Q16181,SEPTIN7
Q16270,IGFBP7
Q16281,CNGA3
Q16342,PDCD2
Q16363,LAMA4
Q16514,TAF12
Q16533,SNAPC1
Q16548,BCL2A1
Q16563,SYPL1
Q16568,CARTPT
Q16572,SLC18A3
Q16584,MAP3K11
Q16594,TAF9
Q16617,NKG7
Q16627,CCL14
Q16629,SRSF7
Q16637,SMN1
Q16637,SMN2
Q16656-4,NRF1
Q16659,MAPK6
Q16665,HIF1A
Q16667,CDKN3
Q16696,CYP2A13
Q16718,NDUFA5
Q16777,H2AC20
Q16798,ME3
Q16821,PPP1R3A
Q16825,PTPN21
Q16836,HADH
Q16849,PTPRN
Q16864,ATP6V1F
Q16878,CDO1
Q16891,IMMT
Q17RB8,LONRF1
Q17RW2,COL24A1
Q1RMZ1,BMT2
Q1W6H9,FAM110C
Q24JP5,TMEM132A
Q29RF7,PDS5A
Q2KHT3,CLEC16A
Q2M1P5,KIF7
Q2M1Z3,ARHGAP31
Q2M385,MPEG1
Q2M389,WASHC4
Q2NKJ3,CTC1
Q2PPJ7,RALGAPA2
Q2QGD7,ZXDC
Q2TAC2,CCDC57
Q2TAK8,PWWP3A
Q2TAL6,VWC2
Q2TBA0,KLHL40
Q2WEN9,CEACAM16
Q30154,HLA-DRB5
Q3KNS6,ZNF829
Q3KNV8,PCGF3
Q3KR37,GRAMD1B
Q3KRB8,ARHGAP11B
Q3LI59,KRTAP21-2
Q3LI64,KRTAP6-1
Q3LI72,KRTAP19-5
Q3LI76,KRTAP15-1
Q3LXA3,TKFC
Q3MUY2,PIGY
Q3SXR2,C3orf36
Q3SXY7,LRIT3
Q3SY84,KRT71
Q3YBM2,TMEM176B
Q3ZCM7,TUBB8
Q495M9,USH1G
Q496J9,SV2C
Q496M5,PLK5
Q49A26-4,GLYR1
Q49A88,CCDC14
Q4FZB7,KMT5B
Q4G0J3,LARP7
Q4G0N8,SLC9C1
Q4G163,FBXO43
Q4KWH8,PLCH1
Q4U2R8,SLC22A6
Q504Y3,ZCWPW2
Q53EP0,FNDC3B
Q53ET0,CRTC2
Q53FA7,TP53I3
Q53FD0-2,ZC2HC1C
Q53FZ2,ACSM3
Q53GL0,PLEKHO1
Q53GL7,PARP10
Q53QV2,LBH
Q53RT3,ASPRV1
Q53S33,BOLA3
Q53TS8,C2CD6
Q56P42,PYDC2
Q58DX5,NAALADL2
Q5BJH2-2,TMEM128
Q5DID0,UMODL1
Q5H9R7,PPP6R3
Q5HYN5,CT45A1
Q5HYW2,NHSL2
Q5I7T1,ALG10B
Q5IJ48,CRB2
Q5J8X5,MS4A13
Q5JPE7,NOMO2
Q5JRA6,MIA3
Q5JSP0,FGD3
Q5JTY5,ZNG1C
Q5JUK3,KCNT1
Q5JWF2,GNAS
Q5NUL3,FFAR4
Q5QNW6,H2BC18
Q5QP82,DCAF10
Q5SQI0,ATAT1
Q5SQN1,SNAP47
Q5SW79,CEP170
Q5SWA1,PPP1R15B
Q5SWW7,C10orf55
Q5SXH7,PLEKHS1
Q5T0F9,CC2D1B
Q5T124,UBXN11
Q5T1H1,EYS
Q5T2D2,TREML2
Q5T2S8,ODAD2
Q5T3U5,ABCC10
Q5T4F7,SFRP5
Q5T5P2,KIAA1217
Q5T5P2-6,KIAA1217
Q5T6F0,DCAF12
Q5T749,KPRP
Q5T752,LCE1D
Q5T753,LCE1E
Q5T7B8,KIF24
Q5T7N3,KANK4
Q5T7P3,LCE1B
Q5T9G4,ARMC12
Q5TA45,INTS11
Q5TA50,CPTP
Q5TA76,LCE3A
Q5TAT6,COL13A1
Q5TCM9,LCE5A
Q5TCS8,AK9
Q5TD94,RSPH4A
Q5TDH0,DDI2
Q5TGU0,TSPO2
Q5THR3,EFCAB6
Q5TIA1,MEI1
Q5UE93,PIK3R6
Q5VT06,CEP350
Q5VT99,LRRC38
Q5VTD9,GFI1B
Q5VTY9,HHAT
Q5VU43,PDE4DIP
Q5VWC8,HACD4
Q5VWX1,KHDRBS2
Q5VWZ2,LYPLAL1
Q5VXI9,LIPN
Q5VXU9,SHOC1
Q5VYK3,ECPAS
Q5VZY2,PLPP4
Q5XKL5,BTBD8
Q5XKP0,MICOS13
Q5XXA6,ANO1
Q5ZPR3,CD276
Q60I27,ALS2CL
Q63HQ2,EGFLAM
Q63ZY6,NSUN5P2
Q66GS9,CEP135
Q66K80,RUSC1-AS1
Q684P5,RAP1GAP2
Q685J3,MUC17
Q687X5,STEAP4
Q68CZ6,HAUS3
Q68D06,SLFN13
Q68DD2,PLA2G4F
Q68E01,INTS3
Q68EM7,ARHGAP17
Q68G74,LHX8
Q69383,ERVK-6
Q69YH5,CDCA2
Q6AI14,SLC9A4
Q6DN12,MCTP2
Q6DN72,FCRL6
Q6DN90,IQSEC1
Q6EMB2,TTLL5
Q6FI13,H2AC18
Q6FI13,H2AC19
Q6FI81,CIAPIN1
Q6GMV2,SMYD5
Q6GPH4,XAF1
Q6GYQ0,RALGAPA1
Q6IA17,SIGIRR
Q6IBW4,NCAPH2
Q6ICB0,DESI1
Q6ICB4,PHETA2
Q6IE81,JADE1
Q6IN84,MRM1
Q6IQ22,RAB12
Q6IQ23,PLEKHA7
Q6IQ26,DENND5A
Q6IWH7,ANO7
Q6MZP7,LIN54
Q6NS38,ALKBH2
Q6NSW7,NANOGP8
Q6NTF9-3,RHBDD2
Q6NUI2,GPAT2
Q6NUI6,CHADL
Q6NVH7,SWSAP1
Q6NW40,RGMB
Q6NZ36-4,FAAP20
Q6NZI2,CAVIN1
Q6P1W5,C1orf94
Q6P2D0,ZFP1
Q6P2D8,XRRA1
Q6P2P2,PRMT9
Q6P3W2,DNAJC24
Q6P461,ACSM6
Q6P4A8,PLBD1
Q6P4F1,FUT10
Q6P4R8,NFRKB
Q6P988,NOTUM
Q6PCB0,VWA1
Q6PGN9,PSRC1
Q6PGP7,SKIC3
Q6PIU1,KCNV1
Q6PIU2,NCEH1
Q6PJG6,BRAT1
Q6PJT7,ZC3H14
Q6PL45-2,BRICD5
Q6Q759,SPAG17
Q6R327,RICTOR
Q6RFH8,DUX4L9
Q6S5L8,SHC4
Q6SJ93,FAM111B
Q6TCH7,PAQR3
Q6TFL4,KLHL24
Q6U736,OPN5
Q6UB28,METAP1D
Q6UB35,MTHFD1L
Q6ULP2,AFTPH
Q6UVW9,CLEC2A
Q6UW63,POGLUT2
Q6UW88,EPGN
Q6UWE0,LRSAM1
Q6UWF3,SCIMP
Q6UWP7,LCLAT1
Q6UX15,LAYN
Q6UX27,VSTM1
Q6UX27-3,VSTM1
Q6UXD5,SEZ6L2
Q6UXH0,ANGPTL8
Q6UXN8,CLEC9A
Q6UXS9,CASP12
Q6UXZ3,CD300LD
Q6UXZ4,UNC5D
Q6V0L0,CYP26C1
Q6WKZ4,RAB11FIP1
Q6WN34,CHRDL2
Q6X4W1,NSMF
Q6XPS3,TPTE2
Q6XUX3,DSTYK
Q6XZB0,LIPI
Q6YN16,HSDL2
Q6ZMJ2,SCARA5
Q6ZMP0,THSD4
Q6ZMS7,ZNF783
Q6ZMT4,KDM7A
Q6ZMU5,TRIM72
Q6ZMZ0,RNF19B
Q6ZNB7,AGMO
Q6ZNC8,MBOAT1
Q6ZNE9,RUFY4
Q6ZNH5,ZNF497
Q6ZPD8,DGAT2L6
Q6ZRF8,RNF207
Q6ZRI0,OTOG
Q6ZRQ5,MMS22L
Q6ZS10,CLEC17A
Q6ZSG1,ARK2C
Q6ZSM3,SLC16A12
Q6ZUJ8,PIK3AP1
Q6ZUM4,ARHGAP27
Q6ZV73,FGD6
Q6ZW61,BBS12
Q6ZWK4,RHEX
Q70CQ2,USP34
Q70EL3,USP50
Q70IA6,MOB2
Q70YC5,ZNF365
Q70Z35,PREX2
Q71DI3,H3C15
Q71DI3,H3C14
Q71DI3,H3C13
Q71F56,MED13L
Q71RC2,LARP4
Q71SY5,MED25
Q75V66,ANO5
Q76EJ3,SLC35D2
Q76FK4,NOL8
Q76I76,SSH2
Q76L83,ASXL2
Q76M96,CCDC80
Q7L190,DPPA4
Q7L2R6,ZNF765
Q7L3B6,CDC37L1
Q7L3V2,RTL10
Q7L513,FCRLA
Q7L5D6,GET4
Q7L7L0,H2AC25
Q7L8J4,SH3BP5L
Q7L8S5,OTUD6A
Q7RTN6,STRADA
Q7RTS1,BHLHA15
Q7RTU3,OLIG3
Q7RTU4,BHLHA9
Q7Z3B1,NEGR1
Q7Z3C6-3,ATG9A
Q7Z3E5,ARMC9
Q7Z3I7,ZNF572
Q7Z3Q1,SLC46A3
Q7Z3S7,CACNA2D4
Q7Z3S9,NOTCH2NLA
Q7Z3Y8,KRT27
Q7Z3Y9,KRT26
Q7Z3Z4,PIWIL4
Q7Z403,TMC6
Q7Z410,TMPRSS9
Q7Z418,KCNK18
Q7Z419,RNF144B
Q7Z4K8,TRIM46
Q7Z4N8,P4HA3
Q7Z4V0,ZNF438
Q7Z591,AKNA
Q7Z5P9,MUC19
Q7Z614,SNX20
Q7Z6J0,SH3RF1
Q7Z6M3,MILR1
Q7Z7H8,MRPL10
Q7Z7M0,MEGF8
Q86SJ2,AMIGO2
Q86SK9,SCD5
Q86SQ9,DHDDS
Q86SR1,GALNT10
Q86TB9,PATL1
Q86TI0,TBC1D1
Q86TI2-2,DPP9
Q86TU7,SETD3
Q86U70,LDB1
Q86U86,PBRM1
Q86UC2,RSPH3
Q86UD4,ZNF329
Q86UE6,LRRTM1
Q86UL3,GPAT4
Q86UP2,KTN1
Q86UT6,NLRX1
Q86UT8,CENATAC
Q86UY6,NAA40
Q86V42,FAM124A
Q86VD7,SLC25A42
Q86VH2,KIF27
Q86VI4,LAPTM4B
Q86VP1,TAX1BP1
Q86VV8,RTTN
Q86VW1,SLC22A16
Q86VX9,MON1A
Q86VZ4,LRP11
Q86W24,NLRP14
Q86W50,METTL16
Q86W92,PPFIBP1
Q86WA6,BPHL
Q86WA8,LONP2
Q86WG5,SBF2
Q86WU2,LDHD
Q86WX3,RPS19BP1
Q86X24,HORMAD1
Q86XF0,DHFR2
Q86XL3,ANKLE2
Q86XQ3,CATSPER3
Q86XR8-3,CEP57
Q86Y39,NDUFA11
Q86Y82,STX12
Q86YA3,ZGRF1
Q86YC3,NRROS
Q86YD3,TMEM25
Q86YL7,PDPN
Q86YP4,GATAD2A
Q86YT5,SLC13A5
Q86YT6,MIB1
Q86YW5,TREML1
Q8IU85,CAMK1D
Q8IUC4,RHPN2
Q8IUC6,TICAM1
Q8IUC8,GALNT13
Q8IUH8,SPPL2C
Q8IUM7,NPAS4
Q8IUQ4,SIAH1
Q8IUQ4-2,SIAH1
Q8IV61,RASGRP3
Q8IVF7,FMNL3
Q8IVL1,NAV2
Q8IVP5,FUNDC1
Q8IVU3,HERC6
Q8IVW4,CDKL3
Q8IW19,APLF
Q8IWA4,MFN1
Q8IWI9,MGA
Q8IWQ3,BRSK2
Q8IWS0,PHF6
Q8IWT1,SCN4B
Q8IWU4,SLC30A8
Q8IWV2,CNTN4
Q8IWV7,UBR1
Q8IWW6,ARHGAP12
Q8IWW8,ADHFE1
Q8IWY4,SCUBE1
Q8IWZ3,ANKHD1
Q8IX01,SUGP2
Q8IX07,ZFPM1
Q8IXA5,SPACA3
Q8IXB3,TRARG1
Q8IXF0,NPAS3
Q8IXH6,TP53INP2
Q8IXH7,NELFCD
Q8IXJ9,ASXL1
Q8IXK2,GALNT12
Q8IXL7,MSRB3
Q8IXM3,MRPL41
Q8IXP5,POU2AF2
Q8IXZ2,ZC3H3
Q8IY17,PNPLA6
Q8IY21,DDX60
Q8IY37,DHX37
Q8IY63,AMOTL1
Q8IY81,FTSJ3
Q8IY82,DRC7
Q8IY95,TMEM192
Q8IYB4,PEX5L
Q8IYD1,GSPT2
Q8IYD8,FANCM
Q8IYI6,EXOC8
Q8IYI8,ZNF440
Q8IYJ0,PIANP
Q8IYJ2,C10orf67
Q8IYL9,GPR65
Q8IYR2,SMYD4
Q8IYR6,TMEFF1
Q8IYT4,KATNAL2
Q8IYV9,IZUMO1
Q8IYX1,TBC1D21
Q8IZC4,RTKN2
Q8IZC6,COL27A1
Q8IZF3,ADGRF4
Q8IZI9,IFNL3
Q8IZP1,TBC1D3
Q8IZQ1,WDFY3
Q8IZR5,CMTM4
Q8IZX4,TAF1L
Q8J025,APCDD1
Q8N0Y2,ZNF444
Q8N104,DEFB106A
Q8N104,DEFB106B
Q8N114,SHISA5
Q8N126,CADM3
Q8N138,ORMDL3
Q8N139,ABCA6
Q8N159,NAGS
Q8N187,CARF
Q8N1I0,DOCK4
Q8N1M1,BEST3
Q8N1T3,MYO1H
Q8N2H9,PELI3
Q8N2U9,SLC66A2
Q8N2W9,PIAS4
Q8N344,MIER2
Q8N3C7,CLIP4
Q8N3Y1,FBXW8
Q8N414,PGBD5
Q8N448,LNX2
Q8N474,SFRP1
Q8N488,RYBP
Q8N4A0,GALNT4
Q8N4B1,PHETA1
Q8N4E7,FTMT
Q8N4F4,SLC22A24
Q8N4J0,CARNMT1
Q8N556,AFAP1
Q8N5H7,SH2D3C
Q8N5I4,DHRSX
Q8N5P1,ZC3H8
Q8N5V2,NGEF
Q8N5Z0,AADAT
Q8N612,FHIP1B
Q8N668,COMMD1
Q8N680,ZBTB2
Q8N695,SLC5A8
Q8N6C5,IGSF1
Q8N6D2,RNF182
Q8N6F7,GCSAM
Q8N6L0,KASH5
Q8N6R1,SERP2
Q8N6S4,ANKRD13C
Q8N6U8,GPR161
Q8N6Y0,USHBP1
Q8N7B6,PACRGL
Q8N7H5,PAF1
Q8N8N7,PTGR2
Q8N8R7,ARL14EP
Q8N9B5,JMY
Q8N9E0,FAM133A
Q8N9I5,FADS6
Q8N9M5,TMEM102
Q8N9N5-7,BANP
Q8N9W6-4,BOLL
Q8NA56,TTC29
Q8NA61,CBY2
Q8NA82,MARCHF10
Q8NAG6,ANKLE1
Q8NAN2,MIGA1
Q8NB14,USP38
Q8NB16,MLKL
Q8NB59,SYT14
Q8NB78,KDM1B
Q8NBI3,DRAXIN
Q8NBJ7,SUMF2
Q8NBM4,UBAC2
Q8NBQ7,AQP11
Q8NBU5,ATAD1
Q8NBZ0,INO80E
Q8NC44,RETREG2
Q8NCB2,CAMKV
Q8NCK7,SLC16A11
Q8NCM2,KCNH5
Q8NCM8,DYNC2H1
Q8NCP5,ZBTB44
Q8NCR0,B3GALNT2
Q8NCU7,C2CD4A
Q8NCU8,MTLN
Q8NCW6,GALNT11
Q8ND04,SMG8
Q8ND25,ZNRF1
Q8NDP4,ZNF439
Q8NDV1,ST6GALNAC3
Q8NDV3,SMC1B
Q8NE09,RGS22
Q8NE31,FAM13C
Q8NE71,ABCF1
Q8NEA9,GMCL2
Q8NEE6,FBXL13
Q8NEK8,TENT5D
Q8NEM7,SUPT20H
Q8NER1,TRPV1
Q8NET5,NFAM1
Q8NEV9,IL27
Q8NEZ3,WDR19
Q8NEZ4,KMT2C
Q8NEZ5,FBXO22
Q8NF50,DOCK8
Q8NFD5,ARID1B
Q8NFQ8,TOR1AIP2
Q8NFT6,DBF4B
Q8NFT8,DNER
Q8NFU3,TSTD1
Q8NFW1,COL22A1
Q8NFZ5,TNIP2
Q8NHC4,OR10J5
Q8NHG8,ZNRF2
Q8NHH9,ATL2
Q8NHL6,LILRB1
Q8NHS0,DNAJB8
Q8NHS9,SPATA22
Q8NHZ7,MBD3L2
Q8NHZ8,CDC26
Q8NI36,WDR36
Q8NI38,NFKBID
Q8TAG5,VSTM2A
Q8TAI7,RHEBL1
Q8TAP6,CEP76
Q8TAQ2,SMARCC2
Q8TAT6,NPLOC4
Q8TAX9,GSDMB
Q8TAZ6,CMTM2
Q8TB40,ABHD4
Q8TB45,DEPTOR
Q8TBB0,THAP6
Q8TBC4,UBA3
Q8TBG9,SYNPR
Q8TBK2,SETD6
Q8TBX8,PIP4K2C
Q8TC07,TBC1D15
Q8TC36,SUN5
Q8TC44,POC1B
Q8TC92,ENOX1
Q8TCC7,SLC22A8
Q8TCQ1,MARCHF1
Q8TCS8,PNPT1
Q8TCU3,SLC7A13
Q8TCX5,RHPN1
Q8TCY9,URGCP
Q8TD26,CHD6
Q8TD43,TRPM4
Q8TD46,CD200R1
Q8TDB8,SLC2A14
Q8TDF5,NETO1
Q8TDI0,CHD5
Q8TDI8,TMC1
Q8TDN4,CABLES1
Q8TDR0,TRAF3IP1
Q8TDR4,TCP10L
Q8TDU6,GPBAR1
Q8TDU9,RXFP4
Q8TDW7,FAT3
Q8TE02,ELP5
Q8TE57,ADAMTS16
Q8TE60,ADAMTS18
Q8TE99,PXYLP1
Q8TEC5,SH3RF2
Q8TEM1,NUP210
Q8TEY5,CREB3L4
Q8TF30,WHAMM
Q8TF63,DCANP1
Q8WTR2,DUSP19
Q8WTX7,CASTOR1
Q8WU03,GLYATL2
Q8WU68,U2AF1L4
Q8WUF5,PPP1R13L
Q8WUI4,HDAC7
Q8WUJ0,STYX
Q8WUM9,SLC20A1
Q8WUP2,FBLIM1
Q8WUQ7,CACTIN
Q8WUY3,PRUNE2
Q8WV16,DCAF4
Q8WV24,PHLDA1
Q8WVM7,STAG1
Q8WVM8,SCFD1
Q8WVP7,LMBR1
Q8WW12,PCNP
Q8WW22,DNAJA4
Q8WW24,TEKT4
Q8WW38,ZFPM2
Q8WWB7,GLMP
Q8WWF5,ZNRF4
Q8WWG9,KCNE4
Q8WWH4,ASZ1
Q8WWN8,ARAP3
Q8WWN9,IPCEF1
Q8WWQ8,STAB2
Q8WX94,NLRP7
Q8WXA3,RUFY2
Q8WXA8,HTR3C
Q8WXF1,PSPC1
Q8WXG9,ADGRV1
Q8WXI7,MUC16
Q8WXK3,ASB13
Q8WXS8,ADAMTS14
Q8WXX0,DNAH7
Q8WY41,NANOS1
Q8WY64,MYLIP
Q8WYJ6,SEPTIN1
Q8WYR4,RSPH1
Q8WZ74,CTTNBP2
Q8WZ75,ROBO4
Q92185,ST8SIA1
Q92187,ST8SIA4
Q92504,SLC39A7
Q92536,SLC7A6
Q92539,LPIN2
Q92541,RTF1
Q92563,SPOCK2
Q92600,CNOT9
Q92630,DYRK2
Q92633,LPAR1
Q92636,NSMAF
Q92673,SORL1
Q92685,ALG3
Q92752,TNR
Q92784,DPF3
Q92794,KAT6A
Q92805,GOLGA1
Q92830,KAT2A
Q92833,JARID2
Q92843,BCL2L2
Q92854,SEMA4D
Q92888,ARHGEF1
Q92900,UPF1
Q92945,KHSRP
Q92956,TNFRSF14
Q92982,NINJ1
Q92995,USP13
Q92997,DVL3
Q93015,NAA80
Q93038,TNFRSF25
Q93045,STMN2
Q93088,BHMT
Q969E2,SCAMP4
Q969F1,GTF3C6
Q969F9,HPS3
Q969J3,BORCS5
Q969L4,LSM10
Q969N2,PIGT
Q969R2,OSBP2
Q969R5,L3MBTL2
Q969S6,TMEM203
Q969U6,FBXW5
Q969U7,PSMG2
Q969X2,ST6GALNAC6
Q969Y2,GTPBP3
Q96A44,SPSB4
Q96A49,SYAP1
Q96A59,MARVELD3
Q96A83,COL26A1
Q96AJ9,VTI1A
Q96AQ7,CIDEC
Q96AQ8,MCUR1
Q96AV8,E2F7
Q96AY3,FKBP10
Q96B02,UBE2W
Q96B26,EXOSC8
Q96B36,AKT1S1
Q96B86,RGMA
Q96B96,LDAF1
Q96BD8,SKA1
Q96BK5,PINX1
Q96BP2,CHCHD1
Q96BR5,COA7
Q96BR9,ZBTB8A
Q96BZ8,LENG1
Q96C55,ZNF524
Q96CA5,BIRC7
Q96CC6,RHBDF1
Q96CG8,CTHRC1
Q96CN5,LRRC45
Q96CS2,HAUS1
Q96CV9,OPTN
Q96CW9,NTNG2
Q96D96,HVCN1
Q96DA2,RAB39B
Q96DE5,ANAPC16
Q96DN0,ERP27
Q96DT7,ZBTB10
Q96DX7,TRIM44
Q96DZ1,ERLEC1
Q96E93,KLRG1
Q96EB6,SIRT1
Q96EE3,SEH1L
Q96EK4,THAP11
Q96EL3,MRPL53
Q96EU7,C1GALT1C1
Q96F10,SAT2
Q96F85,CNRIP1
Q96F86,EDC3
Q96FA3,PELI1
Q96FE7,PIK3IP1
Q96FJ2,DYNLL2
Q96FQ6,S100A16
Q96FZ2,HMCES
Q96FZ5,CMTM7
Q96G75,RMND5B
Q96GD4,AURKB
Q96GM8,TOE1
Q96GN5,CDCA7L
Q96GQ5,RUSF1
Q96GR4,ZDHHC12
Q96GX1,TCTN2
Q96H96,COQ2
Q96HN2,AHCYL2
Q96HZ4,HES6
Q96I24,FUBP3
Q96IJ6,GMPPA
Q96IL0,COA8
Q96J65,ABCC12
Q96JE7,SEC16B
Q96JF0,ST6GAL2
Q96JI7,SPG11
Q96JJ3,ELMO2
Q96JJ6,JPH4
Q96JJ7,TMX3
Q96JP0,FEM1C
Q96JX3,SERAC1
Q96K12,FAR2
Q96K21,ZFYVE19
Q96K76,USP47
Q96K78,ADGRG7
Q96K80,ZC3H10
Q96KG9,SCYL1
Q96KK4,OR10C1
Q96KN7,RPGRIP1
Q96KP4,CNDP2
Q96KQ4,PPP1R13B
Q96KR6,FAM210B
Q96L46,CAPNS2
Q96L93,KIF16B
Q96LB9,PGLYRP3
Q96LD4,TRIM47
Q96LI6,HSFY1
Q96LI6,HSFY2
Q96LJ7,DHRS1
Q96LJ8,UBXN10
Q96LM5,SPMIP2
Q96LT4,SAMD8
Q96LW4,PRIMPOL
Q96LX7,CCDC17
Q96M02,C10orf90
Q96M61,MAGEB18
Q96MP8,KCTD7
Q96MS0,ROBO3
Q96MT3,PRICKLE1
Q96MV8,ZDHHC15
Q96MW5,COG8
Q96NB1,CEP20
Q96NH3,TBC1D32
Q96NL6,SCLT1
Q96NM4,TOX2
Q96NZ8,WFIKKN1
Q96P11,NSUN5
Q96P53,WDFY2
Q96P65,QRFPR
Q96PC3,AP1S3
Q96PD2,DCBLD2
Q96PD5,PGLYRP2
Q96PK6,RBM14
Q96PU5,NEDD4L
Q96PY5,FMNL2
Q96PZ2,FAM111A
Q96Q45-2,TMEM237
Q96Q89,KIF20B
Q96QB1,DLC1
Q96QF0,RAB3IP
Q96QP1,ALPK1
Q96QS3,ARX
Q96R06,SPAG5
Q96RF0,SNX18
Q96RJ3,TNFRSF13C
Q96RL1,UIMC1
Q96RQ3,MCCC1
Q96RS0,TGS1
Q96RT1,ERBIN
Q96RU8,TRIB1
Q96RW7,HMCN1
Q96S16,JMJD8
Q96S38,RPS6KC1
Q96SB3,PPP1R9B
Q96SL4,GPX7
Q96SQ9,CYP2S1
Q96T53,MBOAT4
Q96TA2,YME1L1
Q99075,HBEGF
Q99250,SCN2A
Q99447,PCYT2
Q99453,PHOX2B
Q99459,CDC5L
Q99466,NOTCH4
Q99467,CD180
Q99490,AGAP2
Q99496,RNF2
Q99518,FMO2
Q99536,VAT1
Q99574,SERPINI1
Q99576,TSC22D3
Q99578,RIT2
Q99581,FEV
Q99593,TBX5
Q99615,DNAJC7
Q99619,SPSB2
Q99645,EPYC
Q99674,CGREF1
Q99675,CGRRF1
Q99689,FEZ1
Q99704,DOK1
Q99705,MCHR1
Q99706,KIR2DL4
Q99729,HNRNPAB
Q99733,NAP1L4
Q99735,MGST2
Q99759,MAP3K3
Q99795,GPA33
Q99828,CIB1
Q99836,MYD88
Q99853,FOXB1
Q99909,SSX3
Q99943,AGPAT1
Q99966,CITED1
Q99988,GDF15
Q9BPU6,DPYSL5
Q9BPZ2,SPIN2B
Q9BQ51,PDCD1LG2
Q9BQ61,TRIR
Q9BQ69,MACROD1
Q9BQ90,KLHDC3
Q9BQE9,BCL7B
Q9BQI0,AIF1L
Q9BQP7,MGME1
Q9BQS2,SYT15
Q9BQS7,HEPH
Q9BQT9,CLSTN3
Q9BQW3,EBF4
Q9BRG2,SH2D3A
Q9BRK0,REEP2
Q9BRQ3,NUDT22
Q9BRR3,PGAP4
Q9BRT8,ZNG1A
Q9BRV3,SLC50A1
Q9BS26,ERP44
Q9BS91,SLC35A5
Q9BSA9,TMEM175
Q9BSE5,AGMAT
Q9BSH4,TACO1
Q9BSI4,TINF2
Q9BSJ2,TUBGCP2
Q9BSJ6,PIMREG
Q9BSW7,SYT17
Q9BT17,MTG1
Q9BT23,LIMD2
Q9BT40,INPP5K
Q9BT67,NDFIP1
Q9BTC8,MTA3
Q9BTD3,TMEM121
Q9BTE1,DCTN5
Q9BTP7,FAAP24
Q9BTV5,FSD1
Q9BTX1,NDC1
Q9BU40,CHRDL1
Q9BUB4,ADAT1
Q9BUB7,TMEM70
Q9BUE0,MED18
Q9BUP0,EFHD1
Q9BUR5,APOO
Q9BV23,ABHD6
Q9BV79,MECR
Q9BVA6,FICD
Q9BVI0,PHF20
Q9BVI4,NOC4L
Q9BVJ7,DUSP23
Q9BVM4,GGACT
Q9BVN2,RUSC1
Q9BVS4,RIOK2
Q9BVV2,FNDC11
Q9BVX2,TMEM106C
Q9BW66,CINP
Q9BWF2,TRAIP
Q9BWG6,SCNM1
Q9BWM7,SFXN3
Q9BWP8,COLEC11
Q9BWS9,CHID1
Q9BWT1,CDCA7
Q9BWV7,TTLL2
Q9BXA5,SUCNR1
Q9BXF3,CECR2
Q9BXF6,RAB11FIP5
Q9BXL6,CARD14
Q9BXP8,PAPPA2
Q9BXS6,NUSAP1
Q9BXT4,TDRD1
Q9BXW9,FANCD2
Q9BXX0,EMILIN2
Q9BXY4,RSPO3
Q9BY10,SLC46A2
Q9BY12,SCAPER
Q9BY15,ADGRE3
Q9BY42,RTF2
Q9BY78,RNF26
Q9BYB0,SHANK3
Q9BYG0,B3GNT5
Q9BYJ4,TRIM34
Q9BYQ7,KRTAP4-1
Q9BYR4,KRTAP4-3
Q9BYX4,IFIH1
Q9BYX7,POTEKP
Q9BYZ8,REG4
Q9BZB8,CPEB1
Q9BZF9,UACA
Q9BZG8,DPH1
Q9BZL4,PPP1R12C
Q9BZL6,PRKD2
Q9BZQ2,SHCBP1L
Q9BZR8,BCL2L14
Q9BZV2,SLC19A3
Q9BZW4,TM6SF2
Q9BZZ5,API5
Q9C019,TRIM15
Q9C030,TRIM6
Q9C091,GREB1L
Q9C093,SPEF2
Q9C0A6,SETD5
Q9C0B0,UNK
Q9C0B1-2,FTO
Q9C0C2,TNKS1BP1
Q9C0C6,CIPC
Q9C0C7,AMBRA1
Q9C0D5,TANC1
Q9C0D6,FHDC1
Q9C0D9,SELENOI
Q9C0H9,SRCIN1
Q9C0J8,WDR33
Q9GZM5,YIPF3
Q9GZN1,ACTR6
Q9GZR2,REXO4
Q9GZS3,SKIC8
Q9GZT8,NIF3L1
Q9GZU2,PEG3
Q9GZV8,PRDM14
Q9GZV9,FGF23
Q9GZX5,ZNF350
Q9GZX6,IL22
Q9GZY8,MFF
Q9GZY8-5,MFF
Q9GZZ1,NAA50
Q9GZZ9,UBA5
Q9H040,SPRTN
Q9H063,MAF1
Q9H082,RAB33B
Q9H089,LSG1
Q9H0A8,COMMD4
Q9H0C2,SLC25A31
Q9H0E3,SAP130
Q9H0E7,USP44
Q9H0F7,ARL6
Q9H0H3,KLHL25
Q9H0H5,RACGAP1
Q9H0I2,ENKD1
Q9H0K1,SIK2
Q9H0P0,NT5C3A
Q9H0R3,TMEM222
Q9H0R5,GBP3
Q9H0U4,RAB1B
Q9H0X6,RNF208
Q9H0Y0,ATG10
Q9H156,SLITRK2
Q9H172,ABCG4
Q9H1B4,NXF5
Q9H1E1,RNASE7
Q9H1E3,NUCKS1
Q9H1P3,OSBPL2
Q9H1X1,RSPH9
Q9H204,MED28
Q9H244,P2RY12
Q9H252,KCNH6
Q9H270,VPS11
